id,title,year,description,genres,rating,num_votes,adult
769,GoodFellas,1990,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","['Drama', 'Crime']",8.453,14303,True
935505,Female Teacher Punisher: Goddess of Revenge,1990,"In the daytime, an ordinary high school girl's English teacher, but at night, the dynamite body of Super Lady Reiko, who defeats the villains who are infested in the world as an agent of a mysterious organization, explodes.",['Action'],0.0,0,False
935508,Female Teacher Punisher 2: Goddess of Hell,1990,"In the daytime, an ordinary high school girl's English teacher, but at night, the dynamite body of Super Lady Reiko, who defeats the villains who are infested in the world as an agent of a mysterious organization, explodes. A direct sequel to the first iteration.",['Action'],0.0,0,False
242,The Godfather Part III,1990,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.","['Crime', 'Drama', 'Thriller']",7.419,6836,True
114,Pretty Woman,1990,"Vivian is a carefree, streetwise diamond in the rough when she meets sophisticated billionaire Edward in a chance encounter that turns into a week-long business arrangement. But Vivian's energetic spirit challenges Edward's no-nonsense approach to life, and soon they are teaching each other – and falling in love!","['Romance', 'Comedy']",7.448,8966,False
60898,Erotic Ghost Story,1990,"After one thousand years, three vixens transform into humans. They seduce a poor young scholar who soon finds himself in a horrifying situation.","['Fantasy', 'Drama', 'Horror']",6.2,94,True
251,Ghost,1990,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.","['Fantasy', 'Romance', 'Thriller']",7.233,6003,True
162,Edward Scissorhands,1990,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,"['Fantasy', 'Drama', 'Romance']",7.719,13748,False
581,Dances with Wolves,1990,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","['Adventure', 'Drama', 'Western']",7.8,4673,False
861,Total Recall,1990,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Rekall, a virtual vacation company that manufactures memories. When something goes wrong during Quaid's memory implant procedure, his life turns upside down, leading him to question what is reality and what isn't.","['Action', 'Adventure', 'Science Fiction']",7.319,6444,False
1700,Misery,1990,"After an accident, acclaimed novelist Paul Sheldon is rescued by a nurse who claims to be his biggest fan.  Her obsession takes a dark turn when she holds him captive in her remote Colorado home and forces him to write back to life the popular literary character he killed off.","['Drama', 'Thriller']",7.747,5212,True
1573,Die Hard 2,1990,"One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead.","['Action', 'Thriller']",6.971,6387,True
169,Predator 2,1990,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,"['Science Fiction', 'Action', 'Thriller']",6.3,3812,True
53932,The Ages of Lulu,1990,"Fifteen-year-old Lulu has never known any affection from her family. But when she goes to a rock concert with Pablo, a friend of the family, he introduces Lulu to her first sexual experience. Years later, Pablo and Lulu have married; Pablo has created a sheltered, private world for Lulu, into which nothing intrudes. However, Lulu tires of her cloistered existence, and begins hanging out in shady bars, looking for vicarious thrills and danger.",['Drama'],6.38,300,False
9362,Tremors,1990,"Val McKee and Earl Bassett are in a fight for their lives when they discover that their desolate town has been infested with gigantic, man-eating creatures that live below the ground.","['Horror', 'Action', 'Science Fiction', 'Comedy']",6.932,3550,True
28339,Hard to Die,1990,"While doing the inventory for a lingerie outlet in a high rise office building, five attractive women are terrorized by a series of bizarre killings. They suspect that the strange janitor, who witnessed another series of killings years back, is at the bottom of the whole thing. Little do they know the real horror that they face in the end.","['Action', 'Comedy', 'Thriller']",6.074,68,True
196,Back to the Future Part III,1990,"The final installment finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.","['Adventure', 'Comedy', 'Science Fiction']",7.491,11495,False
11186,Child's Play 2,1990,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again.",['Horror'],6.362,2012,True
1669,The Hunt for Red October,1990,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!","['Action', 'Thriller']",7.4,3613,True
1498,Teenage Mutant Ninja Turtles,1990,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.","['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",6.713,1955,False
11186,Child's Play 2,1990,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again.",['Horror'],6.362,2012,True
1669,The Hunt for Red October,1990,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!","['Action', 'Thriller']",7.4,3613,True
1498,Teenage Mutant Ninja Turtles,1990,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.","['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",6.713,1955,False
1375,Rocky V,1990,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",['Drama'],5.775,3455,False
483,Wild at Heart,1990,"Young lovers Sailor and Lula hit the road to start a new life together away from the wrath of Lula’s deranged, disapproving mother, who has hired a team of hitmen to cut the lovers’ surreal honeymoon short.","['Crime', 'Thriller', 'Romance']",7.038,1903,True
2119,Days of Thunder,1990,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.","['Adventure', 'Action', 'Drama']",6.349,1685,False
18860,Swordsman,1990,"A kung-fu manual known as the Sacred Scroll is stolen from the Emperor's library. An army detachment is sent to recover it. Meanwhile, a young swordsman and his fellow disciple are accidentally drawn into the chaos.","['Action', 'Adventure']",7.0,90,False
5549,RoboCop 2,1990,"After a successful deployment of the RoboCop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the RoboCop 2 project, a living God.","['Action', 'Crime', 'Science Fiction', 'Thriller']",6.037,2120,True
2291,Jacob's Ladder,1990,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness.","['Drama', 'Mystery', 'Horror']",7.371,1880,True
14864,The Hot Spot,1990,"Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities — and the local women — after he robs a bank.","['Romance', 'Crime', 'Thriller']",6.3,300,True
9558,King of New York,1990,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,"['Thriller', 'Crime']",6.8,774,True
39101,Dragon Ball Z: The Tree of Might,1990,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,"['Action', 'Animation', 'Science Fiction', 'TV Movie']",6.544,625,False
1727,Bird on a Wire,1990,"An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge.","['Comedy', 'Romance', 'Adventure']",6.235,1035,False
928,Gremlins 2: The New Batch,1990,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!","['Comedy', 'Horror', 'Fantasy']",6.525,2887,True
18311,Days of Being Wild,1990,"Yuddy, a Hong Kong playboy known for breaking girls' hearts, tries to find solace and truth after discovering the woman who raised him isn't his mother.","['Crime', 'Drama', 'Romance']",7.266,584,True
1551,Flatliners,1990,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.","['Drama', 'Science Fiction', 'Horror']",6.503,1724,True
39323,Dragon Ball Z: Bardock - The Father of Goku,1990,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.","['Animation', 'Action', 'Science Fiction', 'Drama', 'Fantasy']",7.6,765,False
11077,Problem Child,1990,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.","['Comedy', 'Family']",6.16,916,False
397587,Goat Reborn,1990,"A Qing's wife A Yuhuai finally gave birth to a daughter, the child grew up with strange behavior, violent, and brings a lot of trouble at home. The daughter is possessed by a demon.","['Comedy', 'Horror']",1.0,1,True
9322,Nikita,1990,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.","['Action', 'Thriller']",7.1,2150,True
9768,Cry-Baby,1990,A prim and proper schoolgirl goes against her society grandmother's wishes when she dates a motorcycle-riding juvenile delinquent.,"['Comedy', 'Romance']",6.532,1567,False
9569,Hard to Kill,1990,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death","['Action', 'Drama', 'Crime', 'Thriller']",5.993,672,True
18767,Island of Fire,1990,Someone in a prison run by a corrupt warden fakes the deaths of convicts to later use them as expendable assassins. A police officer is sent into the prison to gather evidence of the corruption.,"['Action', 'Crime', 'Drama']",6.239,142,True
11092,Presumed Innocent,1990,"Rusty Sabich is a deputy prosecutor engaged in an obsessive affair with a coworker who is murdered. Soon after, he's accused of the crime. And his fight to clear his name becomes a whirlpool of lies and hidden passions.","['Mystery', 'Crime', 'Thriller']",6.8,809,True
41003,White Palace,1990,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.","['Drama', 'Romance']",6.466,189,False
14249,Revenge,1990,"Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez’s wife, Miryea.","['Thriller', 'Romance', 'Drama']",6.497,477,True
6723,The Rookie,1990,"Veteran cop Nick Pulovski is used to playing musical partners; many of the partners he's had in the past have died on the job, and often as a result of Nick's risky tactics. But the rookie who's been assigned to help Nick bust a carjacking ring is almost as hotheaded as he is … and when Nick gets kidnapped, his newbie partner is his only hope.","['Action', 'Crime', 'Drama', 'Thriller']",5.896,618,True
379,Miller's Crossing,1990,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","['Drama', 'Thriller', 'Crime']",7.45,1836,True
444996,Neo Chinpira: Zoom Goes the Bullet,1990,"Junko pretends to be a yakuza and gets more than he bargained for when he is tasked with avenging the murder of a fellow gang member. If he turns the task down, he will face the consequences for betrayal.","['Crime', 'Action']",6.7,6,True
9556,Darkman,1990,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.","['Action', 'Science Fiction', 'Thriller']",6.429,1512,True
11909,Bullet in the Head,1990,"Three childhood friends from the slums of Hong Kong flee to war-time Saigon after accidentally murdering a gang leader, but their troubles only escalate.","['Action', 'Crime', 'Thriller', 'War']",7.6,312,True
12516,Dreams,1990,"Eight visually rich vignettes drawn from Kurosawa’s own dreams—fox weddings and vanished orchards, a soldier’s ghosts, a walk through Van Gogh’s canvases, nuclear nightmares, and a water-mill utopia—meditate on childhood, art, mortality, and humanity’s uneasy bond with nature.","['Fantasy', 'Drama']",7.7,553,False
57663,God of Gamblers II,1990,"Sing finds Michael ""Dagger"" Chan in order to become Ko Chun's next disciple, but the two must put aside their differences when they discover that a gang boss is bent on ruining the God of Gamblers' name.","['Action', 'Comedy']",6.9,119,False
39100,Dragon Ball Z: The World's Strongest,1990,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.","['Action', 'Animation', 'Science Fiction']",6.638,552,False
2469,Tie Me Up! Tie Me Down!,1990,"After being released from a mental hospital, a troubled young man tracks down an actress he once had sex with and forces her into captivity, determined to make her part of his life.","['Comedy', 'Romance', 'Drama']",6.825,696,False
11587,The Exorcist III,1990,"On the fifteenth anniversary of the exorcism that claimed Father Damien Karras' life, Police Lieutenant Kinderman's world is once again shattered when a boy is found decapitated and savagely crucified.","['Horror', 'Mystery']",6.269,851,True
19384,Dark Angel,1990,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. While involved in an undercover operation to entrap Victor Manning, his partner is killed, and a sinister newcomer enters the scene...","['Action', 'Thriller', 'Science Fiction']",6.0,363,True
19185,Night of the Living Dead,1990,A ragtag group barricade themselves in an old Pennsylvania farmhouse to remain safe from a horde of flesh-eating ghouls ravaging the Northeast.,['Horror'],6.86,942,True
11856,Air America,1990,"Air America was the CIA's private airline operating in Laos during the Vietnam War, running anything and everything from soldiers to foodstuffs for local villagers. After losing his pilot's license, Billy Covington is recruited, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend Gene Ryack, and opium smuggling by his own superiors.","['Action', 'Adventure', 'Comedy', 'Drama']",5.817,662,False
67346,Magic Cop,1990,"A Taoist former cop is called to Hong Kong to assist in the investigation of of a series of strange murders. Aided by two local officers, he runs afoul of an evil sorceress.","['Action', 'Comedy', 'Fantasy', 'Horror']",6.797,37,True
951,Kindergarten Cop,1990,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",['Comedy'],6.121,2787,False
9050,A Chinese Ghost Story II,1990,"After escaping false imprisonment, Ling Choi-San crosses paths with a pair of rebellious women. Though mourning the loss of his ghostly love, his broken heart must heal in a hurry in order to face a new series of paranormal encounters and adventures.","['Fantasy', 'Action', 'Comedy']",6.792,142,False
10166,The Witches,1990,"While staying at a hotel in England with his grandmother, Helga, a young boy named Luke inadvertently spies on a convention of witches. The Grand High Witch reveals a plan to turn all children into mice via a magical formula. When they discover the eavesdropper, the witches test the formula on him. Now, with the help of Helga and hotel manager Mr Stringer, Luke the mouse must fight back against the witches.","['Fantasy', 'Family', 'Horror']",6.953,1362,True
2469,Tie Me Up! Tie Me Down!,1990,"After being released from a mental hospital, a troubled young man tracks down an actress he once had sex with and forces her into captivity, determined to make her part of his life.","['Comedy', 'Romance', 'Drama']",6.825,696,False
41003,White Palace,1990,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.","['Drama', 'Romance']",6.466,189,False
10173,Marked for Death,1990,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.","['Action', 'Crime', 'Drama', 'Thriller']",6.108,589,True
8592,Dick Tracy,1990,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,"['Adventure', 'Comedy', 'Crime']",6.153,1040,True
691992,The Making of 'Dances with Wolves',1990,"A documentary about the making of director Kevin Costner's Academy Award-winning directorial debut, Dances With Wolves.","['Documentary', 'Drama']",7.0,3,False
234227,Long Arm of the Law IV Underground Express,1990,"The final entry in Michael and Johnny Mak's Long Arm of the Law series, Underground Express once again tells a story of gangsters versus police, focusing on the difference between how both factions act depending if they're coming from Hong Kong or Mainland China.","['Action', 'Crime']",7.3,13,True
17466,Death Warrant,1990,"Canadian policeman Louis Burke is assigned in a jail to investigate the murders of prisoners and jailors. While there, Louis, using his outstanding martial arts skills, is able to save his life and make himself respected in this violent world.","['Action', 'Crime', 'Thriller', 'Mystery']",6.237,620,True
1662,State of Grace,1990,"Hell's Kitchen, New York. Terry Noonan returns home after a ten-year absence. He soon reconnects with Jackie, a childhood friend and member of the Irish mob, and rekindles his love affair with Jackie's sister Kathleen.","['Drama', 'Crime', 'Thriller']",6.95,410,True
40346,All for the Winner,1990,"Sing, a dumb, lovable mainlander with supernatural powers comes to China to visit his uncle Tat. When it's revealed that Sing can see through objects, Tat employs him as ""The Saint of Gamblers,"" and proceeds to set him loose in the gambling world.","['Action', 'Comedy']",6.797,106,False
58412,Tiger Cage II,1990,"An ex-cop and divorce lawyer team up with a gangster to clear their names after getting involved in a dirty money scheme led by a vicious money launderer, who plans to expand his business and wipe out anyone who stands in his way.","['Action', 'Crime', 'Thriller']",7.051,39,True
379,Miller's Crossing,1990,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","['Drama', 'Thriller', 'Crime']",7.45,1836,True
45447,She Shoots Straight,1990,"Hong Kong police officer Mina Kao marries Huang Tsung-Pao, who is a member of a law enforcement dynasty. His father and his many sisters are also officers, and the eldest sister Chia-Ling is one of the highest ranking women in the police department. When a Vietnamese gang begins a rampage through the city, the women must overcome their suspicion of one another to bring the criminals to justice.","['Action', 'Crime']",6.6,32,True
25018,Leatherface: The Texas Chainsaw Massacre III,1990,Two college students driving coast to coast are lured off the main highway and onto a deserted Texas road were they are stalked by the menacing Leatherface and his family.,"['Horror', 'Thriller']",5.373,633,True
138960,"Look Out, Officer!",1990,"After police officer Piao is murdered, his soul cannot be at rest for his murder has been written off as a suicide. Therefore the heavens send him back to Earth as a spirit to find his 'savior' who will help him clear his name. Hsing, a rookie officer, is the savior and in return for finding Piao's killer, Piao must get him a girlfriend and a promotion.","['Action', 'Comedy', 'Crime', 'Fantasy']",6.378,45,True
19086,Delta Force 2: The Colombian Connection,1990,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",['Action'],5.589,241,False
9556,Darkman,1990,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.","['Action', 'Science Fiction', 'Thriller']",6.429,1512,True
27274,Frankenhooker,1990,"A medical school dropout loses his fiancée in a tragic lawnmower incident and decides to bring her back to life. Unfortunately, he was only able to save her head, so he goes to the red light district in the city and lures prostitutes into a hotel room so he can collect body parts to reassemble her.","['Comedy', 'Horror', 'Science Fiction']",6.268,375,True
10837,DuckTales: The Movie - Treasure of the Lost Lamp,1990,"With his nephews and niece, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be! Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels.","['Adventure', 'Animation', 'Family', 'Comedy', 'Fantasy']",6.724,921,False
9050,A Chinese Ghost Story II,1990,"After escaping false imprisonment, Ling Choi-San crosses paths with a pair of rebellious women. Though mourning the loss of his ghostly love, his broken heart must heal in a hurry in order to face a new series of paranormal encounters and adventures.","['Fantasy', 'Action', 'Comedy']",6.792,142,False
2565,Joe Versus the Volcano,1990,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.","['Comedy', 'Romance']",5.803,579,False
11060,Internal Affairs,1990,"Keen young Raymold Avila joins the Internal Affairs Department of the Los Angeles police. He and partner Amy Wallace are soon looking closely at the activities of cop Dennis Peck whose financial holdings start to suggest something shady. Indeed Peck is involved in any number of dubious or downright criminal activities. He is also devious, a womaniser, and a clever manipulator, and he starts to turn his attention on Avila.","['Crime', 'Drama']",6.4,444,True
40377,Psycho IV: The Beginning,1990,"When he hears talk radio host Fran Ambrose discussing the topic of matricide, Norman calls in under a false name to tell his story.","['Horror', 'Mystery', 'Thriller', 'TV Movie']",5.698,305,True
348609,Por Tu Maldito Amor,1990,"One man must decide two women: one is mature, confident, and an owner of land while the other is young, beautiful, and impetuous. But there’s a problem, they’re both sisters.","['Romance', 'Drama', 'Music']",7.368,19,False
10729,Quick Change,1990,"With the aid of his girlfriend, Phyllis Potter, and best friend, Loomis, Grimm enters a Manhattan bank dressed as a clown, creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough, but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom.","['Comedy', 'Crime']",6.7,411,True
234227,Long Arm of the Law IV Underground Express,1990,"The final entry in Michael and Johnny Mak's Long Arm of the Law series, Underground Express once again tells a story of gangsters versus police, focusing on the difference between how both factions act depending if they're coming from Hong Kong or Mainland China.","['Action', 'Crime']",7.3,13,True
6488,Arachnophobia,1990,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.","['Comedy', 'Horror']",6.448,1520,True
40346,All for the Winner,1990,"Sing, a dumb, lovable mainlander with supernatural powers comes to China to visit his uncle Tat. When it's revealed that Sing can see through objects, Tat employs him as ""The Saint of Gamblers,"" and proceeds to set him loose in the gambling world.","['Action', 'Comedy']",6.797,106,False
18129,The Grifters,1990,"A small-time conman has his loyalties torn between his estranged mother and his new girlfriend, both of whom are high-stakes grifters with their own angles to play.","['Crime', 'Drama']",6.51,470,True
34636,The NeverEnding Story II: The Next Chapter,1990,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.","['Family', 'Fantasy', 'Adventure', 'Drama']",5.785,878,False
19086,Delta Force 2: The Colombian Connection,1990,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",['Action'],5.589,241,False
41823,Mo' Better Blues,1990,"Talented but self-centered trumpeter Bleek Gilliam is obsessed with his music and indecisiveness about his girlfriends Indigo and Clarke. But when he is forced to come to the aid of his manager and childhood friend, Bleek finds his world more fragile than he ever imagined.","['Drama', 'Music']",6.481,259,False
148380,Curry & Pepper,1990,Two best friends and cop partners become the subject of a beautiful news reporter's documentary. The two soon find themselves competing for screen time as well as the love of the reporter while after a murderous arms dealer.,"['Comedy', 'Action', 'Crime']",6.5,44,True
2990,Pacific Heights,1990,A couple works hard to renovate their dream house and become landlords to pay for it. Unfortunately one of their tenants has plans of his own.,"['Thriller', 'Drama', 'Mystery']",6.279,412,True
9491,Blue Steel,1990,"Rookie cop Megan Turner orders a burglar to drop his gun. He whirls to shoot. Too late. Turner fires, killing him instantly. When someone lifts the assailant's gun from the crime scene, the police hold Turner accountable for killing an unarmed man. That same someone carves Turner's name into the bullets and uses them in a series of murders. Turner teams up with detective Nick Mann to clear her name and catch the killer. But she is drawn into a deadly game of wits with a psychopath who's always one step ahead… and much closer than she thinks!",['Thriller'],5.8,458,True
13995,Captain America,1990,"During World War II, a brave, patriotic American Soldier undergoes experiments to become a new supersoldier, ""Captain America"". Racing to Germany to sabotage the rockets of Nazi baddie ""Red Skull"", Captain America winds up frozen until the 1990s. He reawakens to find that the Red Skull has changed identities and is now planning to kidnap the President of the United States.","['Action', 'Adventure', 'Science Fiction', 'War']",4.511,456,True
58412,Tiger Cage II,1990,"An ex-cop and divorce lawyer team up with a gangster to clear their names after getting involved in a dirty money scheme led by a vicious money launderer, who plans to expand his business and wipe out anyone who stands in his way.","['Action', 'Crime', 'Thriller']",7.051,39,True
20815,The Handmaid's Tale,1990,"In a dystopian, polluted right-wing religious tyranny, a young woman is put in sexual slavery on account of her now rare fertility.","['Drama', 'Science Fiction']",6.103,273,False
11673,Cyrano de Bergerac,1990,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.","['Drama', 'Comedy', 'History', 'Romance']",7.317,826,False
24249,Bad Influence,1990,"Wimpy young executive Michael is about to get pulverized by a jealous boyfriend in a bar when a handsome, mysterious stranger steps in—and then disappears. Later that night, Michael runs into a stranger on a pier, who wheedles his way into Michael's life and turns it upside down.",['Thriller'],6.003,189,True
12651,Memphis Belle,1990,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Bremen.","['Drama', 'War', 'Action']",6.746,424,True
16094,House Party,1990,"Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid doesn't know that three of the thugs at school have decided to give him a lesson in behavior.",['Comedy'],6.39,263,False
8217,Alice,1990,"Alice Tate, mother of two, with a marriage of 16 years, finds herself falling for a handsome sax player, Joe. Stricken with a backache, she consults herbalist Dr. Yang, who realizes that her problems are not related to her back, but in her mind and heart. Dr. Yang's magical herbs give Alice wondrous powers, taking her out of her well-established rut.","['Fantasy', 'Drama', 'Romance', 'Comedy']",6.385,340,False
9588,Quigley Down Under,1990,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",['Western'],6.7,423,False
