id,title,year,description,genres,rating,num_votes,adult
45660,Devilman - Volume 2: Demon Bird,1990,"Akira Fudo (aka Devil Man) fights more demons trying to kill him. The strongest enemy sent from the demon's world is Silen, the demon bird.","['Fantasy', 'Animation', 'Horror', 'Action']",7.041,49,True
396450,An Eye for an Eye,1990,"When Fung's cop boyfriend Tats puts her supposedly reformed triad father behind bars, her daughter Fung aims to rid the organization of it's dirty ties, but one of Fung's father chief goons, Cheong, plans for a very hostile takeover.","['Crime', 'Action', 'Thriller']",6.0,12,True
28340,The Invisible Maniac,1990,An invisible scientist escapes from an asylum and teaches high-school physics to nubile teens.,"['Science Fiction', 'Comedy', 'Horror']",4.4,66,True
33796,Mountains of the Moon,1990,The story of Captain Richard Francis Burton's and Lt. John Hanning Speke's expedition to find the source of the Nile river in the name of Queen Victoria's British Empire.,"['Adventure', 'Drama', 'History']",6.506,85,False
6393,Taking Care of Business,1990,An uptight advertising exec has his entire life in a filofax organizer which mistakenly ends up in the hands of a friendly convict who poses as him.,['Comedy'],6.302,182,False
189068,City Hunter: Bay City Wars,1990,"Rival private eyes Ryo Saeba and Umibozu must find a way into a high-tech luxury hotel to rescue their friends who are being held hostage and stop a mad South American dictator's plans to use the hotel's supercomputer to unleash a nuclear holocaust. Highly reminiscent of Die Hard, right down to a scene where Ryu bunjee-jumps off of the roof of the hotel skyscraper with a fire hose. Written by Christopher E. Meadows","['Action', 'Comedy', 'Animation', 'Thriller', 'Crime']",6.286,35,True
125297,Kishen Kanhaiya,1990,"Separated at birth, Kishen and Kanhaiya grow up in different worlds, one in opulent luxury, the other in poverty. Fate reunites them as they fight together to end injustice.","['Drama', 'Family']",6.6,15,False
11796,The Hairdresser's Husband,1990,"Antoine has always been fascinated by a hairdresser's delicate touch, the beguiling perfume, and the enticing figure of a woman with an opulent bosom. After all, he had always known he would marry one, completing his idealized love fantasy.","['Comedy', 'Drama', 'Romance']",6.804,227,False
253278,The Inspector Wears Skirts III,1990,"Inspector Kan, now married to Madame Wu, has been instructed to train the Banshee Squad Members after Madame Wu goes into semi-retirement. For their next mission, the Squad is assigned to go undercover into a Casino Ship to nab a group of thieves responsible for stolen law enforcement and military weapons.","['Comedy', 'Action']",6.571,7,False
16384,My Blue Heaven,1990,"FBI agent Barney Coopersmith is assigned to protect former Mafia figure turned informant Vincent Antonelli. In the witness protection program one is supposed to keep a low profile, but that is something that Antonelli has trouble doing. Coopersmith certainly has his hands full keeping Antonelli away from the Mafia hitmen who want to stop him testifying, not to mention the nightclubs...","['Action', 'Comedy', 'Crime']",6.1,270,True
407526,Till Death Shall We Start,1990,"David died a virgin, and the Doomsday Book says a virgin ghost has no right for reincarnation until he deflowers a human virgin. So David assumes the human shape and goes after Yen. Yen's boyfriend finds out that David is a ghost and warns her, but she doesn't listen. It's now up to him to protect her--against her will--from the sneaky and sex-crazed ghost of David.","['Horror', 'Fantasy', 'Comedy']",6.8,5,True
152257,Lung Fung Restaurant,1990,"Dragon, an ex-triad member, gets out jail and decides to go straight. However, his old friend Rubbish Pool and old boss Kent usually settles disputes with other gang leaders there, so Dragon has a hard time getting pass his old ways.","['Crime', 'Comedy', 'Drama', 'Romance']",6.3,10,True
65895,Sex & Perestroika,1990,Three young Soviet women encounter a French filmmaker who is planning the first erotic film since the October Revolution.,['Comedy'],3.75,12,False
22189,Havana,1990,"During the revolution, a high-stakes gambler arrives in Cuba seeking to win big in poker games. Along the way, he meets and falls in love with the wife of a Communist revolutionary.","['Drama', 'Romance']",5.804,163,False
161611,The Dragon from Russia,1990,"A former member of a band of criminals known as the 'Eight-Hundred Dragons' is living in fear in Manchuria as the clan does not allow people to leave alive. However, he is eventually tracked down, and kidnapped along with a young Manchurian, Yao - whose memory is erased so that he can be trained in martial arts. Yao's work as an assassin becomes more complicated, however, when he sees his old lover again and his real memories come flooding back.",['Action'],5.435,23,False
80861,Lupin the Third: The Hemingway Papers,1990,"A bloody civil war is the setting for Lupin's latest caper; the leader for one of the factions holds documents written by Earnest Hemingway and contain the location of a remarkable treasure. With Goemon and Jigen fighting on opposite sides of the war, Lupin must tackle this challenge alone. As the war rages on, can Lupin secure the treasure and keep Goemon and Jigen from killing each other?!","['Action', 'Animation', 'Comedy', 'TV Movie', 'Crime']",6.182,44,True
46360,Guns,1990,A South American gunrunner uses an island in Hawaii as his base of operations. A squad of beautiful government agents is sent to put him out of business.,"['Action', 'Crime']",4.65,50,True
21168,The Reflecting Skin,1990,"In 1950s rural Idaho, a young boy watches helplessly as his friends and brother fall under the spell of a mysterious widow living up the road and becomes convinced that she is a vampire.","['Drama', 'Thriller', 'Horror']",6.674,219,True
156201,Red Dust,1990,"Stretching across the canvas of the Sino-Japanese War of the 30s, the subsequent Japanese surrender in 1945, and the onslaught of Communism, this film depicts an ill-fated romance between a talented lady novelist and a Chinese traitor working with the Japanese who fall victim to the mayhem of war and their tragic inability to reconcile political differences.","['War', 'Romance']",6.962,26,True
142356,Vampire Wars,1990,"The rural American west is the setting for this OVA, in which a bizarre and brutal attack on a NASA base in Arizona attracts the attention of a French secret service agent, Monsieur Lassar, when a dead CIA agent is found floating on the Seine in Paris. Lassar is convinced that these two events are related, and sets out to prove it. His investigation leads him to film star Lamia Vindaw and a vampire cult that may be far more vicious and dangerous than its eccentric exterior makes it seem.","['Animation', 'Action', 'Crime', 'Horror']",4.036,14,True
10164,Cadillac Man,1990,"Joe's a car salesman with a problem—he has two days to sell 12 cars or he loses his job. This would be a difficult task at the best of times but Joe has to contend with his girlfriends (he's two-timing), a missing teenage daughter and an ex-wife.","['Comedy', 'Drama', 'Crime']",5.813,296,True
106138,Lost Paradise: Riding Habit Harakiri,1990,"Directed by Masami Akita,who is also one of Japan's leading noise musicians under the name Merzbow. With a soundtrack by the director himself, this intense and ultra-gory seppuku film shows a young woman taking her own life by an act of ritual harakiri.",['Horror'],4.75,12,True
2927,Moon 44,1990,"Year 2038: The mineral resources of the earth are drained, in space there are fights for the last deposits on other planets and satellites. This is the situation when one of the bigger mining corporations has lost all but one mineral moons and many of their fully automatic mining robots are disappearing on their flight home. Since nobody else wants the job, they send prisoners to defend the mining station. Among them undercover agent Stone, who shall clear the whereabouts of the expensive robots. In an atmosphere of corruption, fear and hatred he gets between the fronts of rivaling groups.",['Science Fiction'],5.049,144,False
170804,Tiger on the Beat 2,1990,"Lam, a cop approaching 40 but without much accomplishment, always wants to achieve something memorable before his retirement. He is obliged by his sister to find a decent Chinese girl for his nephew, Baffalo, who is an ""American Born Chinese"". But Baffalo has an eye for a sweetie, Ellen, who has accidentally witnessed a murder. The incident gets Lam, Baffalo and Ellen being involved in a ruthless underground arms smuggling ring, wich sends the killer to eliminate them.","['Action', 'Comedy', 'Crime']",6.2,13,True
26914,Troll 2,1990,"When young Joshua learns that he will be going on vacation with his family to a small town called Nilbog, he protests adamantly. He is warned by the spirit of his deceased grandfather that goblins populate the town. His parents, Michael and Diana, dismiss his apprehensions, but soon learn to appreciate their son's warnings. Guided by his grandfather's ghost, will Joshua and his family stand a chance in fighting off these evil beings?","['Horror', 'Fantasy']",3.947,469,True
781457,想入非非,1990,,['Comedy'],0.0,0,False
183846,"The Fun, the Luck & the Tycoon",1990,"Lam Bo Sun, the richest man in Hong Kong, is expected to marry the ditziest of socialites in a matter of weeks. On a whim, he leaves everything behind and gets a job as a lowly busboy at a noodle restaurant, and finds the girl of his dreams.","['Comedy', 'Romance']",6.429,14,False
2612,Mr. Destiny,1990,"Larry Burrows is unhappy and feels powerless over his life. He believes his entire life could have turned out differently had he not missed that shot in a baseball game when was a kid. One night he meets this mysterious man, who could change his fate by offering him that alternative life he always dreamed of. But as Burrows embarks on this journey of self discovery he realises that even this new life has its problems and drawbacks..","['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",6.23,222,False
21433,Don't Tell Her It's Me,1990,"Gus is a fat cartoonist that recently won a battle against cancer, which explains his baldness. But he is also lonely. Therefore, his caring sister tries to set him up with suitable woman. But to do so, she must turn him into an irresistible man. When he falls in love with Emily, Gus takes the identity of a mysterious biker from New Zealand.","['Comedy', 'Romance']",5.684,57,False
426798,The Lilac Bus,1990,The lives of seven friends who share a bus from their village to Dublin every day get complicated as the reasons for their discontent are revealed.,"['Drama', 'Romance']",8.5,2,False
79894,North Korean Partisan in South Korea,1990,Reporter for a North Korean news service joins the partisans when the Americans and UN forces invade South Korea.,"['War', 'History', 'Drama']",7.231,13,True
5898,Brain Dead,1990,"In a battle of man versus machine, Martin, a top neurosurgeon who's studying brain malfunctions that cause mental illness, delves deep into his own mind to save himself from a megalomaniacal corporation.","['Thriller', 'Horror', 'Science Fiction']",5.615,135,True
763776,Marina the Manga Artist Goes to Camelot,1990,Marina meets beautiful boys in an SF Fantasy based in Medieval England.,"['Animation', 'Fantasy']",1.0,1,False
2154,The Dark Side of the Moon,1990,"It is the year 2022. A mysterious systems failure causes the crew of a spaceship to be stranded on the dark side of the moon, while rapidly running out of fuel and oxygen. They are surprised to discover a NASA space shuttle floating in space, and board it in the hope of salvaging some supplies. One by one, the crew is possessed and killed, and it is up to Paxton Warner to find the links between the dark side of the moon, the Bermuda Triangle, and the Devil himself.","['Horror', 'Action', 'Thriller', 'Science Fiction']",5.1,95,True
106517,Jail House Eros,1990,"In Jail House, Blackie has concocted a perfect escape plan. Then wardress 5354 is killed by accident when making love. She becomes the bad ghost, in contrast to the good ghost who dies in a previous escape attempt. Finally, the chief warden, the interior decorators, Blackie and the good ghost come to an agreement. They would get the chief warden's girl friend, the exorcist, to banish the bad ghost. To leave quietly too are Blackie and the good ghost...","['Comedy', 'Horror']",6.111,9,True
65895,Sex & Perestroika,1990,Three young Soviet women encounter a French filmmaker who is planning the first erotic film since the October Revolution.,['Comedy'],3.75,12,False
173043,Gangland Odyssey,1990,A retired cop is summoned by his former boss to save his kidnapped son from the hands of a deadly Japanese triad.,"['Action', 'Drama', 'Crime', 'Thriller']",7.5,4,True
35589,"Like the Clouds, Like the Wind",1990,"Ginga is a simple—yet energetic—country girl, living with her father far from the capital city of the empire in ancient China. When she learns of an opportunity to become a concubine of the young new Emperor, with the possibility of becoming his head wife in charge of all of the other wives, Ginga convinces her father to let her go. Once there, she meets all of the other potential head wives, each of whom have various reasons for being there. All of them must learn to read and write, learn the history of their country, and learn the proper mannerisms for being in the royal court. Ginga's enthusiasm tends to get her in trouble more often than not, but it works to her advantage when they learn that the former emperor's head wife, who is not the mother of the current emperor, is plotting treachery against the new emperor, and that a rebellion is headed toward the capital.","['Romance', 'Animation', 'Comedy', 'History']",6.7,20,False
156201,Red Dust,1990,"Stretching across the canvas of the Sino-Japanese War of the 30s, the subsequent Japanese surrender in 1945, and the onslaught of Communism, this film depicts an ill-fated romance between a talented lady novelist and a Chinese traitor working with the Japanese who fall victim to the mayhem of war and their tragic inability to reconcile political differences.","['War', 'Romance']",6.962,26,True
151250,Ronin-gai,1990,"Near the end of Japanese civil war, several disgraced ronin living in Edo's red light district attempt to regain their honor by defending a brothel from a hostile militia bent on wiping out local prostitutes.","['History', 'Drama', 'Action']",6.067,15,False
28553,Cadence,1990,"As punishment for drunken, rebellious behavior, a young white soldier is thrown into a stockade populated entirely by black inmates. But instead of falling victim to racial hatred, the soldier joins forces with his fellow prisoners and rises up against the insanely tyrannical and bigoted prison warden.",['Drama'],6.71,107,False
402842,Doctor's Heart,1990,An idealistic hospital intern contends with cost-cutting measures and endemic corruption while lusting after a sweet social worker who just happens to be the lover of the facility's crooked administrator.,"['Drama', 'Romance', 'Comedy']",8.5,2,False
21433,Don't Tell Her It's Me,1990,"Gus is a fat cartoonist that recently won a battle against cancer, which explains his baldness. But he is also lonely. Therefore, his caring sister tries to set him up with suitable woman. But to do so, she must turn him into an irresistible man. When he falls in love with Emily, Gus takes the identity of a mysterious biker from New Zealand.","['Comedy', 'Romance']",5.684,57,False
10164,Cadillac Man,1990,"Joe's a car salesman with a problem—he has two days to sell 12 cars or he loses his job. This would be a difficult task at the best of times but Joe has to contend with his girlfriends (he's two-timing), a missing teenage daughter and an ex-wife.","['Comedy', 'Drama', 'Crime']",5.813,296,True
426798,The Lilac Bus,1990,The lives of seven friends who share a bus from their village to Dublin every day get complicated as the reasons for their discontent are revealed.,"['Drama', 'Romance']",8.5,2,False
390947,Go! Anpanman: Baikinman's Counterattack,1990,Anpanman and Baikinman fight. Can Anpanman and friends regain the magic pot from Baikinman and rescue Princess Yada's land...?,"['Family', 'Animation']",7.7,3,False
172740,Brave Young Girls,1990,"Yukari Oshima stars as a Japanese Interpol officer investigating the triads for drug smuggling and recruits some young girls coerced into prostitution by the gangs to gather incriminating evidence. However, when the girls are caught for selling out their bosses, Yukari Oshima hatches a plan to get them out which culminates in an exhilarating extended fight sequence.",['Action'],4.875,4,False
21168,The Reflecting Skin,1990,"In 1950s rural Idaho, a young boy watches helplessly as his friends and brother fall under the spell of a mysterious widow living up the road and becomes convinced that she is a vampire.","['Drama', 'Thriller', 'Horror']",6.674,219,True
108560,Lady Battle Cop,1990,"When a four-man terrorist group known as Team Phantom begins raising havoc in downtown Tokyo, the city is in desperate need of a hero. An unexpected champion appears in the form of Lady Battle Cop, a former female tennis champion who has been transformed into a seemingly unstoppable cyborg.","['Action', 'Science Fiction']",7.4,10,False
436056,Transformers: Zone,1990,"The mysterious three-faced insectoid being, Violenjiger dispatches the nine ""Great Decepticon Generals"" to acquire ""Zone Energy"", destroying the planet Feminia to obtain the world's store, and search for the powerful Zodiac.","['Animation', 'Science Fiction']",5.818,11,False
271770,Yellow Fangs,1990,"Based on actual events that occurred in Hokkaido, Japan, 1915. Rimeinzu: Utsukushiki yuusha-tachi tells the story of a group of bear hunters that are tracking a 900 pound brown bear nicknamed Red Spots that is terrorising the area. It attacks and kills men, but it feasts only on women.","['Drama', 'Horror', 'Adventure']",7.125,8,True
801120,Tokusha!! Jû-san-nin no Onanii,1990,,[],2.0,2,False
11673,Cyrano de Bergerac,1990,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.","['Drama', 'Comedy', 'History', 'Romance']",7.317,826,False
16814,Crazy People,1990,"A bitter ad executive, who has reached his breaking point, finds himself in a mental institution, where his career actually begins to thrive with the help of the hospital's patients.","['Comedy', 'Romance']",5.9,95,False
253278,The Inspector Wears Skirts III,1990,"Inspector Kan, now married to Madame Wu, has been instructed to train the Banshee Squad Members after Madame Wu goes into semi-retirement. For their next mission, the Squad is assigned to go undercover into a Casino Ship to nab a group of thieves responsible for stolen law enforcement and military weapons.","['Comedy', 'Action']",6.571,7,False
673325,Hisashi Eguchi's It Will All Work Out!,1990,"Adapted from the manga of the same name by Hisashi Eguchi, and directed by Minoru Kawasaki and Rintaro, this is a series of random skits featuring anime, live action, and puppet show segments, exploring love, sex, death and many other sometimes controversial subjects.","['Animation', 'Comedy']",5.0,3,False
22189,Havana,1990,"During the revolution, a high-stakes gambler arrives in Cuba seeking to win big in poker games. Along the way, he meets and falls in love with the wife of a Communist revolutionary.","['Drama', 'Romance']",5.804,163,False
83183,Tales of a Golden Geisha,1990,"Nayoko, a good-hearted geisha, brings luck to the men she sleeps with, even though most are scoundrels who don’t deserve it.","['Drama', 'Comedy']",6.167,18,False
451767,OL renzoku rape: Kyonyû musaboru,1990,"Following cosmetic surgery to enhance her breasts, an office worker is raped. The rapist's son, after setting his distinctly Oedipal gaze on his father's busty victim, locates her and they begin an ill-fated sadomasochistic affair that leads to a bloody killing spree.","['Crime', 'Thriller']",3.864,11,True
68922,Sword for Truth,1990,"Shurannosuke Sakaki is a masterless samurai with a razor-sharp katana and a cold-hearted personality. Whenever you see the mark of two crossed scythes on his back, death is sure to follow. Because of his exceptional swordsmanship, Shurannosuke is hired by the Nakura Clan to rescue Princess Mayu from the Seki Ninja. In this mission, he must use his full potential to survive the Seki Ninja's notorious henchmen.","['Animation', 'Horror']",4.231,13,True
28340,The Invisible Maniac,1990,An invisible scientist escapes from an asylum and teaches high-school physics to nubile teens.,"['Science Fiction', 'Comedy', 'Horror']",4.4,66,True
397679,To Spy with Love!!,1990,"The band features rock enthusiast Teddy and his bosomy Playgirls. They have just signed into a rock bar when the trouble starts. Two Japanese hit men, hired to get spy Yap and the treasure map hidden on her ample self, wreak great havoc.","['Comedy', 'Crime', 'Mystery', 'Action']",6.4,5,True
222336,Silk 2,1990,"Silk, the smoothest, toughest, and sexiest cop in Honolulu is hot on the trail of ruthless art smugglers who are after a priceless Asian Scroll. Silk will stop at nothing to get her man, even if it means blowing up an entire building.","['Action', 'Thriller']",4.5,8,True
10917,Too Young to Die,1990,An abused 15 year old is charged with a murder that carries the death penalty in this fact-based story.,"['Crime', 'Drama', 'TV Movie']",5.452,115,True
142946,Why Me?,1990,"A jewel thief steals a sacred ruby which sets off a chase by the police, the Turkish government, nutty American terrorists, and the CIA.","['Comedy', 'Action']",5.8,37,False
2927,Moon 44,1990,"Year 2038: The mineral resources of the earth are drained, in space there are fights for the last deposits on other planets and satellites. This is the situation when one of the bigger mining corporations has lost all but one mineral moons and many of their fully automatic mining robots are disappearing on their flight home. Since nobody else wants the job, they send prisoners to defend the mining station. Among them undercover agent Stone, who shall clear the whereabouts of the expensive robots. In an atmosphere of corruption, fear and hatred he gets between the fronts of rivaling groups.",['Science Fiction'],5.049,144,False
303465,Midnight Angel,1990,Three sisters become vigilantes when a cop boyfriend is murdered by a brutal druglord.,['Action'],6.667,3,False
40729,Gate II,1990,It's been five years since Terry's friend Glen discovered The Gate to hell in his backyard. Glen has now moved away and Terry begins practicing rituals in Glen's old house and eventually bringing back demons through The Gate and leading to demoniac possession and near world domination.,"['Horror', 'Fantasy']",5.5,109,True
781457,想入非非,1990,,['Comedy'],0.0,0,False
322115,A Home Too Far,1990,"In 1950s, Chinese Civil War ends with the defeat of Republic of China and the establishment of Communist China. The 93rd Division's soldiers take their families with them, exit southwestern China and enter northern Burma (Myanmar). The hike through forest is full of disasters and short of supplies, but the survivors reach and settle within border of Burma. They build a village, and ally with local armed gang to resist Burmese government's attacks. Later, the relocated government of Republic of China offers to take the soldiers and dependents to Taiwan, but some are disappointed with the government and decide to stay.",['War'],7.857,8,True
25943,Almost an Angel,1990,"Terry Dean is an electronics wizard and thief. After he is released from jail, he is hit by a car while saving a little girl's life. While in the hospital, he dreams that God visits him and tells him he's an Angel, and must start doing good things to make up for his past life. Not believing it at first, he soon becomes convinced he must be an Angel. Not having any Angel powers yet, he must use his own experiences and talents to make good things happen.",['Comedy'],5.784,118,False
79894,North Korean Partisan in South Korea,1990,Reporter for a North Korean news service joins the partisans when the Americans and UN forces invade South Korea.,"['War', 'History', 'Drama']",7.231,13,True
108268,The Nocturnal Demon,1990,"Tow truck driver Tin bears an uncanny resemblance to a psychotic, serial killer, taxi driver -- and now the cops are chasing the wrong man. He and his cousin Wawa must catch the killer on their own to prove their innocence.","['Action', 'Comedy', 'Horror']",6.75,4,True
68895,The King of the Kickboxers,1990,"Jake, a New York policeman  poses as an actor to expose the making of martial-arts death movies in Thailand.","['Action', 'Crime', 'Thriller', 'Drama']",6.78,123,True
18913,Betsy's Wedding,1990,"Offbeat fashion student Betsy Hopper and her straight-laced investment-banker fiancé Jake Lovell just want an intimate little wedding reception, but Betsy's father Eddie, a Long Island construction contractor, feels so threatened by Jake's rich WASP parents that he blows the ceremony up into a bank-breaking showpiece, sending his wife Lola into a financial panic.","['Comedy', 'Romance']",5.74,52,False
65683,Dil,1990,"Raja lives a poor lifestyle along with his dad, Hazariprasad and mom. He attends college where he has several run-ins with wealthy fellow-collegian, Madhu Mehra. Matters escalate to such an extent that she accuses him of sexually molesting her. When his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches Mr. Mehra, and arranges for their children to get married. Murphy's law prevails at the time of the engagement - changing everyone's lives forever.","['Drama', 'Comedy', 'Romance']",6.597,36,False
451767,OL renzoku rape: Kyonyû musaboru,1990,"Following cosmetic surgery to enhance her breasts, an office worker is raped. The rapist's son, after setting his distinctly Oedipal gaze on his father's busty victim, locates her and they begin an ill-fated sadomasochistic affair that leads to a bloody killing spree.","['Crime', 'Thriller']",3.864,11,True
68367,Dirty Pair: Flight 005 Conspiracy,1990,"The 3WA's Central Computer gave the Lovely Angels two cases at once! Kei and Yuri must investigate a space liner explosion and, simultaneously, find a missing scientist. It all seems easy enough, but this is actually the Angels' most dangerous mission yet – and if they're not careful, it'll be their last.","['Animation', 'Science Fiction']",7.2,24,False
94725,To Sleep with Anger,1990,An enigmatic drifter from the South comes to visit an old acquaintance who now lives in South-Central LA.,['Drama'],6.75,64,False
26954,Puppet Master II,1990,"A new team of paranormal researchers has come to the hotel to investigate its murder-soaked past; the puppets -- led by a new member, Torch -- shed some light on the matter, as they tunnel, burn, strangle and hook to survive.",['Horror'],5.948,211,True
402842,Doctor's Heart,1990,An idealistic hospital intern contends with cost-cutting measures and endemic corruption while lusting after a sweet social worker who just happens to be the lover of the facility's crooked administrator.,"['Drama', 'Romance', 'Comedy']",8.5,2,False
243912,Tsugumi,1990,"Tsugumi, who lives in a small seaside town, has been in delicate health from birth. Her parents spoiled her and she is rough and selfish. However, a few people are attracted by her beauty and unique character.",['Drama'],7.5,2,False
475685,Yakuza Ladies: The Final Battle,1990,A Yakuza boss's wife and the widow of a rival crime syndicate's murdered leader bond over a common purpose: to seek vengeance.,"['Crime', 'Drama']",5.0,3,True
173043,Gangland Odyssey,1990,A retired cop is summoned by his former boss to save his kidnapped son from the hands of a deadly Japanese triad.,"['Action', 'Drama', 'Crime', 'Thriller']",7.5,4,True
86094,Alienator,1990,A space commander sends a female android to Earth to destroy an escaped convict.,"['Action', 'Science Fiction', 'Thriller', 'Horror']",3.6,55,True
173123,Ghostly Vixen,1990,"Amy plays Evil Girl, who must suck the sperm of 100 virgin boys born at 10 o'clock in order to become immortal. When we first see her, she is stalking victim number 98, whilst being stalked herself by a wizard who seeks to destroy her.","['Comedy', 'Horror']",5.0,3,True
322115,A Home Too Far,1990,"In 1950s, Chinese Civil War ends with the defeat of Republic of China and the establishment of Communist China. The 93rd Division's soldiers take their families with them, exit southwestern China and enter northern Burma (Myanmar). The hike through forest is full of disasters and short of supplies, but the survivors reach and settle within border of Burma. They build a village, and ally with local armed gang to resist Burmese government's attacks. Later, the relocated government of Republic of China offers to take the soldiers and dependents to Taiwan, but some are disappointed with the government and decide to stay.",['War'],7.857,8,True
11131,Nuns on the Run,1990,"Set up by their boss to be knocked off following a final heist, soon-to-retire crooks Brian Hope and Charlie McManus get wind of their impending demise and run off with the spoils of their crime. Fleeing their boss, the drug dealers they robbed, the police, and Brian's angry girlfriend, the duo take refuge in a training convent for nuns. In disguise, they convince Sister Superior that they're nuns, a charade they're forced to maintain as their enemies arrive.","['Comedy', 'Crime']",5.858,162,True
59820,Come See the Paradise,1990,"In this drama from director Alan Parker, on-the-lam Jack McGurn flees to Los Angeles and takes a job as a projectionist at a movie theater owned by a Japanese-American man. Jack falls for the owner's daughter, Lily, but they are forced to elope to Seattle when her father forbids the relationship. The couple marry and have a daughter, but when World War II breaks out, Jack is powerless to stop his new family's forced internment.","['Drama', 'Romance', 'History']",6.254,59,False
562957,Sisters Liberty,1990,"Two young, simple-minded twin sisters sewing-motorists from a vocational school, who after the death of their mother live separately from their alcoholic father, are charmed by a modernist painter who is indulgent to them and even introduces them into the circle of his ""chosen ones"". Serge uses the sisters as models and introduces them to his photographer friends.",['Romance'],6.167,3,False
19593,The Death of the Incredible Hulk,1990,"In his final attempt to free himself from the curse of the Hulk, Dr. David Banner becomes involved in a dangerous international espionage mission that may finally lead to a cure. As forces close in and the stakes rise, Banner faces an ultimate sacrifice, bringing his tragic journey to a definitive and emotional conclusion.","['Action', 'Drama', 'Science Fiction', 'TV Movie']",5.7,115,False
108653,Freeway Speedway 2,1990,"Takahiro Yamane is the owner of an automobile tuning shop. His friend, Junichi Tashiro, has a girlfriend Nozomi who's a reporter and has connections to the race driver Keiichi Tsuchiya. Tashiro accepts a challenge from another street racer named Sawaki, and dies in the attempt. Nozomi shows Takahiro the Skyline GT-R that she bought for her late boyfriend. She gifts this car to him. Takahiro, while discouraged by her not to drive the Shutoko again, Sawaki challenges him to a duel.",['Action'],9.5,2,False
363464,When East Goes West,1990,"Lam Fei Hong (Bill Tung) goes through with his emigration plans and meets up with his son Michael (Lui Fong) in Canada. On the plane and subsequently when having landed, Uncle Lam makes sure Wong Yim-Chao (Ng Suet-Man) gets home safely to her Auntie Wong (Wong Wan-Si) but she believes someone has kidnapped Wong as she wasn't present at the airport. This triggers love/hate relationships but a tale between father and son where both have to find the one to settle down with. And they've just met them in actuality...",['Drama'],0.0,0,False
25831,The Prince and the Pauper,1990,"Long ago in a land with an ailing king, there was a pair of boys who looked exactly alike, a pauper called Mickey and the other, the Crown Prince.","['Animation', 'Comedy', 'Family']",6.772,243,False
111815,Mr. & Mrs. Bridge,1990,"Set during World War II, an upper-class family begins to fall apart due to the conservative nature of the patriarch and the progressive values of his children.",['Drama'],6.07,79,False
261161,Against All,1990,"A love triangle between a singer and two men; one good, the other evil.","['Action', 'Crime']",7.75,4,True
26426,A Show of Force,1990,"In this thriller, television reporter Kate Ryan de Meléndez investigates the death of two radical Puerto Rican activists, whom she begins to believe may have been framed and murdered by undercover American agents.","['Crime', 'Mystery', 'Thriller']",5.3,13,True
524068,Hong Kong Gigolo,1990,"Cheng, Wai & Joe are Gigolos. Cheng, once very popular, is losing his fame due to age. Wai’s profession brings to his family lots of bad luck and destruction. Joe is persuaded to betray his client by videotaping their intercourse for the client’s husband and get involved in a murder case. The life of gigolos with the good things and the wrong side.",['Drama'],4.375,4,False
45460,The Last Blood,1990,"Lui Tai, an Interpol agent, is assigned to protect the Daka Lama, a famous religious leader who's targeted for death by a militant Japanese terrorist group.  When the  Daka Lama is injured, Lui Tai embarks on a quest to find a suitable blood donor.","['Action', 'Comedy', 'Thriller', 'Crime']",6.9,19,True
142946,Why Me?,1990,"A jewel thief steals a sacred ruby which sets off a chase by the police, the Turkish government, nutty American terrorists, and the CIA.","['Comedy', 'Action']",5.8,37,False
10485,Ghost Dad,1990,"Elliot Hopper, a widower with three children, is working on a business deal to get his family out of financial straits when he is suddenly killed in a taxi accident. With the aid of a paranormal researcher, Elliott attempts to complete the deal from the beyond, ensuring his family will be taken care of.","['Comedy', 'Family', 'Fantasy']",5.1,219,False
86763,Chattahoochee,1990,"In 1955 Florida, a Korean vet has a breakdown and is incarcerated in a ""maximum security"" mental health prison, where patients are abused.",['Drama'],5.761,46,False
65403,Vital Signs,1990,"As they enter their third year of medical school, a group of young students must prepare to decide what they intend to specialize in. Somehow, they must impress the Chief of Surgery while learning how to survive the life-and-death area of medicine and the complexity of their everyday lives.","['Drama', 'Romance']",4.632,19,False
109425,Blood Games,1990,"When a women's softball team win a game against a group of rough talking and dirty playing men, they find themselves unwittingly involved in a new competition with much higher stakes: life and death. After being horribly attacked and assaulted by their male competitors, the women are forced to use both their wits and strength to escape their tormentors and avenge their teammates.","['Action', 'Thriller', 'Horror']",5.854,41,True
79509,The Ambulance,1990,"One minute Josh Baker is meeting the woman of his dreams. The next, he's watching her whisked away by a mysterious ambulance that never arrives at the local hospital. Doubted by the police, Josh is forced to carry on a one-man crusade that leads to a discovery more frightening than his worst fears.","['Action', 'Thriller', 'Comedy']",5.8,123,True
27815,Basket Case 2,1990,Duane and his basket-bound mutant brother are taken in by a secret home for wayward freaks.,"['Horror', 'Comedy']",5.674,158,True
12716,My Father's Glory,1990,"Raised by his science teacher father, Joseph Pagnol, and seamstress mother Augustine, young Marcel grows up during the turn of the century in awe of his rationalist dad. When the family takes a summer vacation in the countryside, Marcel becomes friends with Lili, who teaches him about rural life.","['Adventure', 'Drama']",7.3,334,False
